Sample	Read1	Read2	Notes	readpair_counts
R2N3C147	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C147/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C147/R2_final.fq.gz	NA	2827560
R2N3C149	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C149/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C149/R2_final.fq.gz	NA	3525363
R2N3C151	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C151/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C151/R2_final.fq.gz	NA	935919
R2N3C153	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C153/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C153/R2_final.fq.gz	NA	2546401
R2N3C155	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C155/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C155/R2_final.fq.gz	NA	1880850
R2N3C157	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C157/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C157/R2_final.fq.gz	NA	4233323
R2N3C159	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C159/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C159/R2_final.fq.gz	NA	1799549
R2N3T146	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T146/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T146/R2_final.fq.gz	NA	3096757
R2N3T148	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T148/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T148/R2_final.fq.gz	NA	4254750
R2N3T150	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T150/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T150/R2_final.fq.gz	NA	955810
R2N3T152	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T152/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T152/R2_final.fq.gz	NA	1878121
R2N3T154	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T154/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T154/R2_final.fq.gz	NA	1354663
R2N3T156	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T156/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T156/R2_final.fq.gz	NA	1449098
R2N3T158	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T158/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3T158/R2_final.fq.gz	NA	4147101
R2N4C209	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C209/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C209/R2_final.fq.gz	NA	2812777
R2N4C211	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C211/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C211/R2_final.fq.gz	NA	2390573
R2N4C213	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C213/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C213/R2_final.fq.gz	NA	853097
R2N4C215	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C215/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C215/R2_final.fq.gz	NA	1848093
R2N4C217	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C217/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C217/R2_final.fq.gz	NA	2956522
R2N4C219	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C219/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C219/R2_final.fq.gz	NA	1354638
R2N4C221	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C221/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C221/R2_final.fq.gz	NA	3542691
R2N4C223	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C223/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4C223/R2_final.fq.gz	NA	2832684
R2N4T210	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T210/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T210/R2_final.fq.gz	NA	3812490
R2N4T212	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T212/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T212/R2_final.fq.gz	NA	2725960
R2N4T214	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T214/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T214/R2_final.fq.gz	NA	1403818
R2N4T216	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T216/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T216/R2_final.fq.gz	NA	2958670
R2N4T218	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T218/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T218/R2_final.fq.gz	NA	4364130
R2N4T220	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T220/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T220/R2_final.fq.gz	NA	3573758
R2N4T222	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T222/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T222/R2_final.fq.gz	NA	3494032
R2N4T224	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T224/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N4T224/R2_final.fq.gz	NA	3111405
R2N5C273	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C273/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C273/R2_final.fq.gz	NA	833066
R2N5C275	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C275/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C275/R2_final.fq.gz	NA	3585550
R2N5C277	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C277/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C277/R2_final.fq.gz	NA	2301260
R2N5C279	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C279/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C279/R2_final.fq.gz	NA	1532558
R2N5C281	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C281/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C281/R2_final.fq.gz	NA	2781281
R2N5C283	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C283/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C283/R2_final.fq.gz	NA	2060148
R2N5C285	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C285/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C285/R2_final.fq.gz	NA	3314115
R2N5C287	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C287/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5C287/R2_final.fq.gz	NA	2560689
R2N5T274	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T274/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T274/R2_final.fq.gz	NA	3644221
R2N5T276	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T276/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T276/R2_final.fq.gz	NA	2897878
R2N5T278	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T278/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T278/R2_final.fq.gz	NA	2323368
R2N5T280	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T280/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T280/R2_final.fq.gz	NA	1626875
R2N5T282	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T282/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T282/R2_final.fq.gz	NA	495029
R2N5T284	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T284/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T284/R2_final.fq.gz	NA	2067308
R2N5T286	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T286/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T286/R2_final.fq.gz	NA	2248955
R2N5T288	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T288/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N5T288/R2_final.fq.gz	NA	1614927
R3N1C035	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C035/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C035/R2_final.fq.gz	NA	3925551
R3N1C037	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C037/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C037/R2_final.fq.gz	NA	6677041
R3N1C039	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C039/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C039/R2_final.fq.gz	NA	4512829
R3N1C041	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C041/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C041/R2_final.fq.gz	NA	6506444
R3N1C043	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C043/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C043/R2_final.fq.gz	NA	1259572
R3N1C045	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C045/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C045/R2_final.fq.gz	NA	1554366
R3N1C047	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C047/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1C047/R2_final.fq.gz	NA	4195281
R3N1T034	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T034/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T034/R2_final.fq.gz	NA	3928896
R3N1T036	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T036/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T036/R2_final.fq.gz	NA	4275098
R3N1T038	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T038/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T038/R2_final.fq.gz	NA	1309257
R3N1T042	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T042/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T042/R2_final.fq.gz	NA	1464629
R3N1T044	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T044/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T044/R2_final.fq.gz	NA	1390624
R3N1T046	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T046/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T046/R2_final.fq.gz	NA	1284142
R3N1T048	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T048/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N1T048/R2_final.fq.gz	NA	1379673
R3N2C097	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C097/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C097/R2_final.fq.gz	NA	1891392
R3N2C099	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C099/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C099/R2_final.fq.gz	NA	916998
R3N2C101	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C101/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C101/R2_final.fq.gz	NA	684840
R3N2C103	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C103/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C103/R2_final.fq.gz	NA	1821127
R3N2C105	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C105/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C105/R2_final.fq.gz	NA	5496374
R3N2C107	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C107/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C107/R2_final.fq.gz	NA	3858825
R3N2C109	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C109/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C109/R2_final.fq.gz	NA	4314227
R3N2C111	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C111/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2C111/R2_final.fq.gz	NA	3719636
R3N2T098	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T098/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T098/R2_final.fq.gz	NA	1426828
R3N2T102	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T102/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T102/R2_final.fq.gz	NA	4167911
R3N2T104	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T104/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T104/R2_final.fq.gz	NA	4662730
R3N2T106	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T106/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T106/R2_final.fq.gz	NA	4566741
R3N2T108	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T108/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T108/R2_final.fq.gz	NA	4417978
R3N2T110	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T110/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T110/R2_final.fq.gz	NA	3675075
R3N2T112	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T112/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N2T112/R2_final.fq.gz	NA	1911916
R3N3C161	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C161/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C161/R2_final.fq.gz	NA	3010831
R3N3C163	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C163/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C163/R2_final.fq.gz	NA	3240539
R3N3C165	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C165/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C165/R2_final.fq.gz	NA	4064967
R3N3C167	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C167/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C167/R2_final.fq.gz	NA	4562422
R3N3C169	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C169/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C169/R2_final.fq.gz	NA	1456327
R3N3C171	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C171/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C171/R2_final.fq.gz	NA	4848649
R3N3C173	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C173/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C173/R2_final.fq.gz	NA	4486874
R3N3C175	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C175/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3C175/R2_final.fq.gz	NA	4446839
R3N3T162	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T162/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T162/R2_final.fq.gz	NA	3211170
R3N3T164	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T164/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T164/R2_final.fq.gz	NA	4083281
R3N3T166	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T166/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T166/R2_final.fq.gz	NA	2020224
R3N3T168	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T168/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T168/R2_final.fq.gz	NA	3213124
R3N3T170	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T170/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T170/R2_final.fq.gz	NA	1409342
R3N3T172	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T172/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T172/R2_final.fq.gz	NA	5134765
R3N3T174	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T174/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T174/R2_final.fq.gz	NA	1356116
R3N3T176	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T176/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N3T176/R2_final.fq.gz	NA	1299443
R3N4C225	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C225/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C225/R2_final.fq.gz	NA	4305326
R3N4C227	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C227/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C227/R2_final.fq.gz	NA	4490929
R3N4C229	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C229/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C229/R2_final.fq.gz	NA	1393021
R3N4C231	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C231/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C231/R2_final.fq.gz	NA	1454187
R3N4C233	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C233/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C233/R2_final.fq.gz	NA	1474488
R3N4C235	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C235/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C235/R2_final.fq.gz	NA	5164669
R3N4C237	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C237/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C237/R2_final.fq.gz	NA	3475111
R3N4C239	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C239/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R3N4C239/R2_final.fq.gz	NA	3362743
