Sample	Read1	Read2	Notes	readpair_counts
R1N1T010	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N1T010/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N1T010/R2_final.fq.gz	NA	10005148
R1N1T012	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N1T012/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N1T012/R2_final.fq.gz	NA	7560759
R1N1T016	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N1T016/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N1T016/R2_final.fq.gz	NA	1476620
R1N2C049	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C049/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C049/R2_final.fq.gz	NA	4358021
R1N2C051	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C051/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C051/R2_final.fq.gz	NA	5793577
R1N2C053	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C053/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C053/R2_final.fq.gz	NA	3531022
R1N2C055	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C055/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C055/R2_final.fq.gz	NA	4168722
R1N2C057	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C057/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C057/R2_final.fq.gz	NA	5387560
R1N2C059	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C059/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C059/R2_final.fq.gz	NA	2103490
R1N2C061	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C061/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C061/R2_final.fq.gz	NA	4890481
R1N2C063	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C063/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2C063/R2_final.fq.gz	NA	1839317
R1N2T050	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T050/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T050/R2_final.fq.gz	NA	1349914
R1N2T052	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T052/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T052/R2_final.fq.gz	NA	6643179
R1N2T054	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T054/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T054/R2_final.fq.gz	NA	1399804
R1N2T056	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T056/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T056/R2_final.fq.gz	NA	4801459
R1N2T058	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T058/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T058/R2_final.fq.gz	NA	1424909
R1N2T060	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T060/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T060/R2_final.fq.gz	NA	1629534
R1N2T062	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T062/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T062/R2_final.fq.gz	NA	1264106
R1N2T064	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T064/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N2T064/R2_final.fq.gz	NA	1637694
R1N3C113	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C113/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C113/R2_final.fq.gz	NA	3460444
R1N3C115	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C115/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C115/R2_final.fq.gz	NA	4857609
R1N3C117	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C117/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C117/R2_final.fq.gz	NA	5106586
R1N3C119	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C119/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C119/R2_final.fq.gz	NA	7444557
R1N3C121	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C121/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C121/R2_final.fq.gz	NA	2840697
R1N3C123	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C123/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C123/R2_final.fq.gz	NA	2236463
R1N3C125	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C125/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C125/R2_final.fq.gz	NA	4093547
R1N3C127	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C127/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3C127/R2_final.fq.gz	NA	808133
R1N3T114	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T114/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T114/R2_final.fq.gz	NA	5305807
R1N3T116	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T116/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T116/R2_final.fq.gz	NA	7201367
R1N3T118	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T118/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T118/R2_final.fq.gz	NA	3645779
R1N3T120	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T120/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T120/R2_final.fq.gz	NA	1481226
R1N3T122	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T122/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T122/R2_final.fq.gz	NA	2719694
R1N3T124	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T124/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T124/R2_final.fq.gz	NA	3270235
R1N3T126	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T126/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T126/R2_final.fq.gz	NA	1646636
R1N3T128	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T128/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N3T128/R2_final.fq.gz	NA	2733519
R1N4C177	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C177/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C177/R2_final.fq.gz	NA	1145066
R1N4C179	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C179/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C179/R2_final.fq.gz	NA	4382296
R1N4C181	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C181/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C181/R2_final.fq.gz	NA	3191227
R1N4C183	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C183/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C183/R2_final.fq.gz	NA	2406029
R1N4C185	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C185/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C185/R2_final.fq.gz	NA	3684774
R1N4C187	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C187/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C187/R2_final.fq.gz	NA	4335132
R1N4C189	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C189/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C189/R2_final.fq.gz	NA	3069036
R1N4C191	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C191/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4C191/R2_final.fq.gz	NA	5945168
R1N4T178	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T178/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T178/R2_final.fq.gz	NA	1407502
R1N4T180	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T180/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T180/R2_final.fq.gz	NA	3887507
R1N4T182	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T182/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T182/R2_final.fq.gz	NA	3140623
R1N4T184	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T184/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T184/R2_final.fq.gz	NA	335241
R1N4T186	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T186/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T186/R2_final.fq.gz	NA	5909519
R1N4T188	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T188/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T188/R2_final.fq.gz	NA	5557006
R1N4T190	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T190/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T190/R2_final.fq.gz	NA	4184474
R1N4T192	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T192/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N4T192/R2_final.fq.gz	NA	2360573
R1N5C241	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C241/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C241/R2_final.fq.gz	NA	279250
R1N5C243	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C243/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C243/R2_final.fq.gz	NA	1163601
R1N5C245	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C245/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C245/R2_final.fq.gz	NA	669374
R1N5C247	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C247/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C247/R2_final.fq.gz	NA	1075838
R1N5C249	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C249/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C249/R2_final.fq.gz	NA	4185937
R1N5C251	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C251/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C251/R2_final.fq.gz	NA	4452544
R1N5C253	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C253/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C253/R2_final.fq.gz	NA	4427133
R1N5C255	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C255/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5C255/R2_final.fq.gz	NA	4707260
R1N5T242	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T242/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T242/R2_final.fq.gz	NA	415279
R1N5T244	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T244/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T244/R2_final.fq.gz	NA	684353
R1N5T246	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T246/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T246/R2_final.fq.gz	NA	1090809
R1N5T248	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T248/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T248/R2_final.fq.gz	NA	287648
R1N5T250	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T250/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T250/R2_final.fq.gz	NA	1412034
R1N5T252	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T252/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T252/R2_final.fq.gz	NA	1299098
R1N5T254	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T254/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T254/R2_final.fq.gz	NA	3785584
R1N5T256	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T256/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R1N5T256/R2_final.fq.gz	NA	4034203
R2N1C017	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C017/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C017/R2_final.fq.gz	NA	5021491
R2N1C019	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C019/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C019/R2_final.fq.gz	NA	9180653
R2N1C021	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C021/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C021/R2_final.fq.gz	NA	1519725
R2N1C023	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C023/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C023/R2_final.fq.gz	NA	4531764
R2N1C025	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C025/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C025/R2_final.fq.gz	NA	6398019
R2N1C027	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C027/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C027/R2_final.fq.gz	NA	4336863
R2N1C029	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C029/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C029/R2_final.fq.gz	NA	4104642
R2N1C031	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C031/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1C031/R2_final.fq.gz	NA	5799937
R2N1T018	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T018/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T018/R2_final.fq.gz	NA	5504001
R2N1T020	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T020/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T020/R2_final.fq.gz	NA	4822153
R2N1T022	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T022/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T022/R2_final.fq.gz	NA	4273933
R2N1T024	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T024/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T024/R2_final.fq.gz	NA	4203027
R2N1T026	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T026/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T026/R2_final.fq.gz	NA	5373495
R2N1T028	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T028/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T028/R2_final.fq.gz	NA	3985439
R2N1T030	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T030/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T030/R2_final.fq.gz	NA	1630780
R2N1T032	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T032/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N1T032/R2_final.fq.gz	NA	2329122
R2N2C081	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C081/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C081/R2_final.fq.gz	NA	2911655
R2N2C083	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C083/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C083/R2_final.fq.gz	NA	2015747
R2N2C085	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C085/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C085/R2_final.fq.gz	NA	1912737
R2N2C087	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C087/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C087/R2_final.fq.gz	NA	1689735
R2N2C089	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C089/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C089/R2_final.fq.gz	NA	3488182
R2N2C091	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C091/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C091/R2_final.fq.gz	NA	4542467
R2N2C093	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C093/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2C093/R2_final.fq.gz	NA	1223796
R2N2T082	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T082/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T082/R2_final.fq.gz	NA	3288613
R2N2T084	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T084/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T084/R2_final.fq.gz	NA	2837792
R2N2T086	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T086/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T086/R2_final.fq.gz	NA	2792562
R2N2T088	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T088/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T088/R2_final.fq.gz	NA	3201520
R2N2T090	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T090/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T090/R2_final.fq.gz	NA	3787805
R2N2T092	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T092/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T092/R2_final.fq.gz	NA	4003708
R2N2T094	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T094/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T094/R2_final.fq.gz	NA	4314968
R2N2T096	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T096/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N2T096/R2_final.fq.gz	NA	3736659
R2N3C145	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C145/R1_final.fq.gz	/tmp/global2/atyakht/small_projects/Taichi_selection_mice_2023/out/llmgqc_normal/final/R2N3C145/R2_final.fq.gz	NA	3063869
